,Label,sentence
7812,실시간 채널>수신 불량,고객 요청사항 호 수신 불 전원이 초록불고정되어 전환 안됨 재부팅해도 동일 연후방 회선단말특이사항 진단 결과 기타 추가 연락처
7813,단말>STB(부팅) 이상>부팅중 오류메시지 발생,코로나 이 상무 고객 요청사항 로딩 중 메세지리모컨으로 전원 킬 때 잘 안됨 셋탑재 부팅 안내 연락 못 받음 그냥 바로 방문 요청회 선 단말특이사항 진단 결과 기타 추가 연락처
7814,실시간 채널>수신 불량,고객 요청사항 임의 단말작은 방수신 불 연후방기가 지니 리모컨 떨어뜨려서 안됨회선 단말특이사항 진단 결과 기타 추가 연락처
7815,AS접수/변경>장비리셋 후 재사용 요청,월일 리셋 접수 시청 불 지니는 관리자 핀번호 입력 한 대는 소리 안나옴
7816,단말>STB(작동)이상,고객 요청사항 작동 이상 자동으로 꺼짐 음성인식도 잘 안됨 교체 요청리 모컨 교체 요청회 선 단말특이사항 진단 결과 기타 추가 연락처
7817,실시간 채널>수신 불량,고객 요청사항 수신 불 지원팀 남수연님 대리 접수코로나 확인하셨다 함회선 단말특이사항 진단 결과 기타 추가 연락처
7818,단말>리모컨작동불가>택배발송,고객 요청사항 리모컨 일부 버튼 안됨 택배 배송 안내 통합설정 안내회선 단말특이사항 진단 결과 기타 추가 연락처
7819,실시간 채널>네트워크 오류,고객 요청사항 수신 불 네트워크 오류뜸 연결선을 만진 후 네트워크 오류 뜸 회선 단말특이사항 대만 증상 부엌 쪽 안됨 진단 결과 기타 추가 연락처
7820,단말>리모컨작동불가>택배발송,권유 실패 리모컨 작동 불가 교체에 등록 합통합 페어링 올레플레이 문자 발송함
7821,실시간 채널>수신 불량,출동비 유료화 고객 요청사항 시청 불음성 명령 안 됨리모컨 작동 불셋 탑재 부팅 및 건전지 교체해 봄 연락 후 방문요청회 선 단말특이사항 진단 결과 올인 홈모뎀 정상기 타 추가 연락처
7822,VOD/컨텐츠>화질 이상,무출동 고객 요청사항 키즈랜드 시청 중 멈춤리셋 후 아웃콜현제는 정상회선 단말특이사항 진단 결과 기 타 추가 연락처 인 입
7823,실시간 채널>수신 불량,멀 봇 고객 요청사항 탭티비통해 실시간 채널 보는 거 결제 다 안 된다심코로나 이 상무재확인필 회선 단말특이사항 진단 결과 기타 추가 연락처
7824,실시간 채널>수신 불량,코로나 이 상무 고객 요청사항 수시 수신 불 회선 단말특이사항 지니 정상 진단 결과망 구성도 셋탑 정상 초기화 기타 추가 연락처
7825,단말>리모컨작동불가>현장출동,리셋 접수 건 고객 요청사항 리모컨 작동 불리모콘 교체 요청 연후방 회선 단말특이사항 진단 결과 기타 추가 연락처
7826,실시간 채널>수신 불량,코로나 이 상무 고객 요청사항 임의회 선거실호 시청 안됨회선 단말특이사항 진단 결과 기타 추가 연락처연
7827,"고객원인>부주의, ID/PW 분실 등",스마트 자체와 휴대폰 연결해서 미러링 안됨 의뢰함
7828,실시간 채널>화질 이상,일 시사이 방문 원 고객 요청사항 코로나 이 상무방문 시 재확인필 연 후방 회선 단말특이사항 지니 셋탑 변경 이후 전원 켤 때마다 화면 지직거림 현상 있음진단 결과 기타 추가 연락처
7829,단말>STB(부팅) 이상>부팅중 오류메시지 발생,로딩 중 뜸셋 탑재 부팅 안내 후 정상 사용됨
7830,실시간 채널>수신 불량,일 시 수신불올인 홈 정상재부팅해도 동일 외부 입력 신호가 혼자 왔다 갔다 하면서 신호를 못 잡는다고 함대다 똑같음 코로나 이 상 무 금지 업
7831,단말>STB(작동)이상,일시 안내 독촉 작동이상 전원안 들어 옴 스위치 누르면 불 들어오나 손떼면 꺼지면서 안됨 교체 요청 최대한 빠른 점검 요청
7832,실시간 채널>수신 불량,수신 불 카스 재송출 후 정상
7833,실시간 채널>수신 불량,코로나 이 상무 고객 요청사항 시청 불자동으로 재부팅되는 현상 발생됨 리모컨 바로 앞에서만 작동됨 방문 시 점검요회선 단말특이사항 진단 결과 비정상 기 타 추가 연락처 연번
7834,AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 수신 불리셋리 부팅
7835,실시간 채널>수신 불량,코로나 이 상무 고객 요청사항 수신 불신호 비정상회선 단말특이사항 진단 결과 기타 추가 연락처
7836,단말>STB(작동)이상,야 접 고객 요청사항 넷플릭스 안됨 잦은 고장 불만성으로 지 사 이관도 되어 있음 통화 후 일 야간 접수함 고객 시 퇴근이라서 미리 연락 후 방문 요청 회선 단말특이사항 진단 결과 기타 추가 연락처
7837,"고객원인>부주의, ID/PW 분실 등",고객 요청사항 리모컨 작동 불베터리 교체 후 정상 회선 단말 특이사항 진단 결과 기타 추가 연락처
7838,단말>STB(작동)이상,코로나 이 상무 고객 요청사항 넷플릭스 안됨 다른 방송은 시청됨회선 단말특이사항 진단 결과 기타 추가 연락처
7839,실시간 채널>수신 불량,코로나 이 상무 고객 요청사항 대중대 시청 불대는 됐다 안됐다 함셋 탑재 부팅 안내 연락 후 방문 요청회 선 단말특이사항 진단 결과 올인 홈모뎀 정상기 타 추가 연락처
7840,실시간 채널>수신 불량,고객 요청사항 수신 불 관리자 핀번호 포트리셋 안내 접수 보류 회선단말특이사항 진단 결과 정상 기타 추가 연락처
7841,실시간 채널>네트워크 오류,최대한 빠른 방문 요청 수신불네트워크 연결오류 임의 코로나 무
7842,실시간 채널>수신 불량,일 시티 비수 신불코로 나무 올인원 정상 거실 쪽 문제라고 하심
7843,실시간 채널>화질 이상,티비화질이상 현재는 잘 되고 있으나 초기화 후 잘 되고 있다 심 안 되면 재연락준다고 하심
7844,"고객원인>부주의, ID/PW 분실 등",고객 요청사항호교체 함 위치 변경 없음 연결 요청 독촉 취소 건 있음 빠른 방문 요청 회선 단말특이사항 진단 결과 기타 추가 연락처
7845,실시간 채널>수신 불량,독촉 가게 고객 요청사항 수신 불셋 탑전원재연결회선 단말특이사항 진단 결과 코로나 이상무 기 타 추가 연락처
7847,실시간 채널>화질 이상,고객 요청사항 화질 이상 시청 중 화면 깜빡거린다고 함 장비 리셋 동일 회선단말특이사항 진단 결과 기타 추가 연락처
7848,실시간 채널>수신 불량,고객 요청사항 호 시청 불 임의회선회선 단말특이사항 진단 결과 기타 추가 연락처
7849,"고객원인>부주의, ID/PW 분실 등",기술 리콜 집에 공사 하면서 모뎀 광회선 분리함 연결 문의 주시어 모뎀 뚜껑 열어 연결 방법 안내 적색 재부팅 포트리셋 후 정상 연두색으로 나오며 사용 됨 인터넷 가입 문의 익일 시 이후 안내
7850,실시간 채널>수신 불량,임의 호 고객 요청사항 티비 소리가 안 줄어 듬 코로나 유료화 회선 단말특이사항 진단 결과 기타 추가 연락처
7851,실시간 채널>수신 불량,코로나 이 상무재확인 필 고객 요청사항티수신 불량회선 단말특이사항 진단 결과 기타 추가 연락처
7852,실시간 채널>수신 불량,고객 요청사항 시청 불 다른 쪽도 채널은 나오나 메뉴 안됨 잦은 고장 불만 기량자분 내방하여 근본적인 원인 찾도록 요망연 후방 회선 단말특이사항 진단 결과 기타 추가 연락처
7853,실시간 채널>수신 불량,빠른 방문 요청 취소 건 생길 시 우선 방문 요청 고객 요청사항 임의회 선수신불회선 단말특이사항 진단 결과 기타 추가 연락처
7854,실시간 채널>음성 이상,고객 요청사항 지니 영상은 나오나 음성만 안 들림 음량 및 음소거 확인 재부팅 해도 동일 연후방 회선단말특이사항 진단 결과 기타 추가 연락처 일 오후 시
7855,단말>리모컨작동불가>현장출동,고객 요청사항 리모컨 작동 불가택배 거부 설정 못한다고 함방문 점검 요청 올레플레이 문자 발송함 회선 단말특이사항 진단 결과 기타 추가 연락처 연후방 수리 완료
7856,단말>음성인식이상(기가지니),고객 요청사항 독촉 기가 지니 음성인식 불 리모컨 작동 안됨교체 요청회 선 단말특이사항 진단 결과 기타 추가 연락처
7857,AS접수/변경>장비리셋 후 재사용 요청,고객 요청사항리셋 접수 수신 불인터넷 연결오류 회선 단말특이사항 진단 결과 기타 추가 연락처
7858,실시간 채널>수신 불량,잦은 고장으로 꼼꼼한 점검 요청 티 수신 불 연후방
7859,실시간 채널>수신 불량,코로나 이 상무재확인필 고객 요청사항 티비수 신불회선 단말특이사항 진단 결과 모뎀 확인 불가 기타 추가 연락처 연후방 인입
7861,AS접수/변경>임대단말 분실/파손,탄벌동 스카이라이프 티비회선 중 대 셋탑 분실 장비 분실 상태 기존 동일장소기가 지니셋탑 이용하고 있었음 해당 셋탑 스카이라이프 티비셋탑 등록 요청 불가 상품해지 장비 수거 대상 안내 스카이라이프티 비 대 연결 요청 장비 분실 분실금 부과 안내 엔지니어 통화일 오전 시 티비 대 셋탑 분실교체 요청 방문하신다고 함
7862,실시간 채널>수신 불량,올레티비안나옴 셋탑리셋해도 안됨
7864,AS접수/변경>장비리셋 후 재사용 요청,일리셋 접수 수신 불대 해지 취소 후 복됨 후에도 안됨리셋
7866,단말>STB(부팅) 이상>부팅중 오류메시지 발생,고객 요청사항 수신 불 로딩 중 메세지 시 이후 방문 요청회 선 단말특이사항 진단 결과 기타 추가 연락처
7867,AS접수/변경>장비리셋 후 재사용 요청,고객 요청사항리셋 접수 음성안 나옴 화면 정상 회선 단말특이사항 진단 결과 기타 추가 연락처
7868,AS접수/변경>장비리셋 후 재사용 요청,일 리셋 티수신 불 대 모두 리셋
7870,단말>리모컨작동불가>현장출동,독촉 근처 방문시나 취소 건 발생 시 당겨서 방문 요청 리모컨 작동 불 연 후방 회선 단말특이사항 진단 결과 기타 추가 연락처
7871,실시간 채널>수신 불량,일 오후 시시수신불에 배선 점검하라뜬다 하고 끊김 현상이 일어난다 하심도 끊긴 다함 회선 좀 점검해달라 함
7872,"고객원인>부주의, ID/PW 분실 등",고객 요청사항 새로 연결 한 채널만 나오고 안 된 다함 점검 요청회선 단말특이사항 진단 결과 기타 추가 연락처
7873,VOD/컨텐츠>네트워크 오류,고객 요청사항 호 실시간 채널 나옴 올레관실행하면 네트워크 오류 연락 후
7874,실시간 채널>음성 이상,음성이상 올인 홈 정상포트리셋재연결 권한재 송출 후 정상 확인함
7876,실시간 채널>수신 불량,고객 요청사항 시청 불 접수 보류 회선 단말특이사항 진단 결과 기타 추가 연락처
7877,실시간 채널>수신 불량,고객 요청사항 시시수신 불대 다회선 단말특이사항 진단 결과 기타 추가 연락처
7878,시설관리>기타 KT시설(상세메모기입),인티 설치 예정이였는데 선로 복명으로 바로 설치 못 받음시설팀으로 이관해서 좀 더 세부적으로 안내받고 싶다며 엔지니어한테도 별도 시설팀으로 요청해야 한다고 안내 받았다 함 확인 후 통화 요청연
7879,VOD/컨텐츠>메뉴 실행 불가,고객 요청사항 메뉴 실행 안됨회선 단말특이사항 진단 결과 기타 추가 연락처
7880,실시간 채널>네트워크 오류,고객 요청사항 수신 불네트워크 오류회선 단말특이사항 호 임의 진단 결과 기타 추가 연락처
7881,단말>STB(작동)이상,일 시 기가 지니작동 이상 재액정 후 리모컨의 문제인지 기가 지니 문제인지 시 시 시청도 문제가 있고 리모컨도 잘 안 되신다고 리모컨도 혹시 모르니 예비로 가져다 달라고 하심
7882,실시간 채널>수신 불량,코로나 이 상무 고객 요청사항 신호 없음 셋탑리셋 안내 일 오후 시 이후 회선 단말특이사항 진단 결과 기타 추가 연락처
7883,AS접수/변경>장비리셋 후 재사용 요청,일리셋 접수 화면만 안 나옴소리는 정상 초기화
7885,실시간 채널>수신 불량,코로나 이 상무재확인필 고객 요청사항 티비수 신불 빠른 방문 요청 회선 단말특이사항 진단 결과 모뎀 정상 기타 추가 연락처 연후방
7886,단말>리모컨작동불가>기타문의,리모컨 일부 버튼 작동 불 재부팅 안내 드리고 정상 사용 됨
7887,실시간 채널>수신 불량,고객 요청사항 시청 불신호 송출리셋 회선 단말특이사항 코로나 이 상무재확인 필진단 결과 정상기 타 추가 연락처
7888,AS접수/변경>장비리셋 후 재사용 요청,고객 요청사항 리셋 접수 호 수신불 가입하라는 창 회선 단말특이사항 진단 결과 기타 추가 연락처
7889,고객원인>증설/구내선 정리요청,고객 요청사항 부주의 가구 옮기다 선 잘못된 거 같다며 점검 및 선정리도 요청안방 티비 구분 불로 임의 접수함 추가 셋탑 설치하면서 너무 정리가 안 된 거 같다 하심 회선 단말특이사항 진단 결과 기타 추가 연락처
7890,실시간 채널>수신 불량,고객 요청사항선이 접촉이 잘 안된다고 하심수신 불재부팅 코로나 이 상무회선 단말특이사항 진단 결과 기타 추가 연락처
7893,실시간 채널>수신 불량,고객 요청사항 수신 불리모컨도 잘 안 된다며 점검 요청 연 후방 회선 단말특이사항 진단 결과 기타 추가 연락처
7894,실시간 채널>수신 불량,고객 요청사항 수신불대포트리셋연 후방
7895,단말>STB(작동)이상,넷플릭스보다가 화면 까맣게 나 옴
7896,실시간 채널>수신 불량,차리셋 건 고객 요청사항리셋수신불회선 단말특이사항 진단 결과 기타 추가 연락처
7898,실시간 채널>음성 이상,리셋 접수건 음성이상 볼륨을 올리면 음성이 깨져서 들림
7899,단말>STB(작동)이상,기가 지니 전원 빨간색 계속 점 등되며 수신 불 연 후방 회선단말특이사항 진단 결과 기타 추가 연락처
7900,단말>STB(작동)이상,고객 요청사항 지니 빨간 불 지속적으로 들어 옴리모컨 작동도 잘 안 된다심회선 단말특이사항 진단 결과 기타 추가 연락처
7901,실시간 채널>수신 불량,코로나 이 상무방문 전재확인 요망고객 요청사항 수시로 수신 불리모컨도 계속 이상이 생기는 게 반복된 다함 동시 점검 안내 명의 자 본인 리모컨 관련 문자 선 안내 후 전송회선 단말특이사항 리셋안내진단 결과 올인홈 모뎀 정상기 타 추가 연락처 인 입
7902,실시간 채널>수신 불량,고객 요청사항 호 화면 수신불회선 단말특이사항 진단 결과 기타 추가 연락처
7903,단말>STB(부팅) 이상>부팅중 오류메시지 발생,코로나 이 상무 고객 요청사항 로딩 중 나오며 시청 불포트리셋 연락 후 방문 요청회 선 단말특이사항 진단 결과 올인 홈포트 확인불망 구성도 정상기 타 추가 연락처
7904,AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 넷플릭스만 안 됨리셋리부팅
7905,실시간 채널>수신 불량,고객 요청사항 호수신불접수 보류회선 단말특이사항 진단 결과 기타 추가 연락처
7907,단말>리모컨작동불가>택배발송,기술 리콜리모컨 작동 불 현재 외부 안 들어오며 안됨 건전지 교체 해도 동일 리모컨 등록함
7908,단말>STB(작동)이상,시 이후 방문 요청 일 오후 셋 탑 작동 이상 전원안 들어옴 리셋 후 동일
7909,장애안내>타사 및 기타 장애,고객 요청사항 시청 불 장애 안내 회선단말특이사항 진단 결과 기타 추가 연락처
7910,실시간 채널>수신 불량,코로나 이 상무 고객 요청사항 시청 안됨회선 단말특이사항 진단 결과 기타 추가 연락처연
7911,실시간 채널>수신 불량,리셋 접수 코로나 이 상 무 재확인 필 고객 요청사항 전체 리셋해도 증상 동일시청 불네트워크 연결오류팝업회선 단말특이사항 진단 결과 기타 추가 연락처인
7913,"고객원인>부주의, ID/PW 분실 등",고객 요청사항 시분 이후 요청 호 새로 입주 시청 불 리셋 동일 회선단말특이사항 진단 결과 기타 추가 연락처
7914,실시간 채널>네트워크 오류,코로나 이 상무재확인 필 고객 요청사항 최대한 빠른 방문 요청 티비시청 불네트워크 오류진단 결과 모뎀 신호비 정상장비재부팅 기타 추가 연락처인 연후방
7915,실시간 채널>수신 불량,시청 불재부팅 안내 정상 시청
7916,실시간 채널>화질 이상,고객 요청사항 티비 시청 중 끊김 현상 단체회선 호 바코드 확인 재부팅 해도 동일 연후방 회선단말특이사항 진단 결과 기타 추가 연락처 일 오전 시
7917,단말>리모컨작동불가>M&S내방안내,고객 요청사항 리모컨 작동 불통합 설정 회선 단말특이사항 진단 결과 기타 추가 연락처
7918,실시간 채널>수신 불량,고객 요청사항 수신 불 리셋회선 단말특이사항 진단 결과 기타 추가 연락처
7919,실시간 채널>수신 불량,고객 요청사항 호임의 안나옴 영업장 빠른 방문코로나 이 상무이재구 야간엔지니어 님 통화 현재 비옴일 오전 양해드림 양해수긍회선단말 특이사항 진단 결과 올인 홈모뎀 정상기 타 추가 연락처
7920,단말>리모컨작동불가>기타문의,기술 리콜리모컨 작동 불 정상 모두 안됨 셋탑 재부팅 후 정상 사용 가능 리모컨 재부팅
7922,단말>리모컨작동불가>택배발송,고객 요청사항 리모컨 아예 안 되는 건 아니나 여러 번 꾹꾹 눌러야 사용됨 교체 하러 내방했지만 재고 없음택배 발송 등록회선 단말특이사항 진단 결과 기타 추가 연락처
7923,실시간 채널>화질 이상,일 오후 화질이상 올인 홈 정상포트리셋재부팅 권한재 송출코로 나 이 상무
7924,실시간 채널>수신 불량,모텔 심재철 과장님 승인 후 야접임의회선 호신호 없음셋탑 불정상 외부 입력 셋 탑재 부팅
7926,실시간 채널>네트워크 오류,일시 네트워크 오류
7928,실시간 채널>수신 불량,코로나 이 상무 고객 요청사항 화면 안 나옴 회선 단말특이사항 진단 결과 기타 추가 연락처
7929,실시간 채널>화질 이상,고객 요청사항 임의 단말방에 있는 것티비가 끊김 잦은 끊김 불만 회선 단말특이사항 진단 결과 기타 추가 연락처
7930,단말>리모컨작동불가>택배발송,고객 요청사항 리모컨 작동 불 계속 불 들어옴 눌린 부분 없음 장비리셋 안내 없음 무료배송 안내 회선단말특이사항 진단 결과 기타 추가 연락처
7931,실시간 채널>수신 불량,수신 불 바코드 확인 카스 재송출 후 정상
7932,실시간 채널>수신 불량,고객 요청사항 티비시청 불신호 없음셋탑부전원 확인 외부 입력 확인 후 정상회선 단말특이사항 진단 결과 기타 추가 연락처
7933,실시간 채널>수신 불량,고객 요청사항 바코드 확인 불가 임의 접수 호 수신 불 불러준 바코드 서울 스마트카드 번호는 조회불가 회선 단말특이사항 진단 결과 기타 추가 연락처
7934,단말>리모컨작동불가>택배발송,고객 요청사항 추가 티비리모컨 작동 불회선 단말특이사항 진단 결과 모뎀 정상기 타 추가 연락처 부산 등록
7935,단말>리모컨작동불가>택배발송,고객 요청사항 리모컨 고장 모든 버튼 안됨회선 단말특이사항 진단 결과 기타 추가 연락처
7937,실시간 채널>수신 불량,직원인 입시청 불야간
7938,단말>리모컨작동불가>기타문의,기술 리콜리모컨 작동 불 정상 일부 안됨 셋탑 재부팅 후 정상 사용 가능 리모컨 재부팅
7939,실시간 채널>수신 불량,독촉 잦은 고장으로 불만 티 시 시 수신 불 전원 쪽에 문제도 있다고 함 연 후방
7940,AS접수/변경>장비리셋 후 재사용 요청,고객 요청사항 리셋 접수 수신불 회선 단말특이사항 진단 결과 기타 추가 연락처
7941,실시간 채널>수신 불량,무출동 고객 요청사항 수신불회선 단말특이사항 리셋안내후 확인 정상 사용됨 확인 진단 결과 올인 홈 포트 정상기 타 추가 연락처 인 입
7942,실시간 채널>수신 불량,고객 요청사항 호임의 접수 수신 불독 촉연 후방 회선 단말특이사항 진단 결과 기타 추가 연락처
7943,실시간 채널>수신 불량,고객 요청사항 대만 수신 불포트리셋 접수는 보류회선 단말특이사항 진단 결과 기타 추가 연락처
7945,실시간 채널>수신 불량,고객 요청사항 수시시청 불 장비리셋 후 정상 사용되나 해당 현상 반복 회선단말특이사항 진단 결과 정상 기타 추가 연락처
7946,단말>STB(부팅) 이상>부팅중 오류메시지 발생,고객 요청사항 수신 불 로딩에러 리셋만 보류
7947,실시간 채널>네트워크 오류,야간 조만 확인되어 임시로 야간 접수해 놓음 일 확인 예정 수신 불 네트워크 오류 메세지 코로나 무
7948,실시간 채널>수신 불량,코로나 이 상무 고객 요청사항 수신불회선 단말특이사항 진단 결과 시험 불기 타 추가 연락처
7949,단말>리모컨작동불가>기타문의,고객 요청사항 리모컨 쪽 제어 불상담 중 안내 후 설정 사용됨 확인회선 단말특이사항 진단 결과 기타 추가 연락처
7950,AS접수/변경>장비리셋 후 재사용 요청,월일 리셋 접수인터넷 연결오류 포트리셋 회선단말특이사항 진단 결과 기타 추가 연락처
7951,실시간 채널>화질 이상,방문 전 연락필 고객 요청사항 수시 시청 중 화면이 비 내리는 것처럼 보이거나 끊김 현상 발생한 다심 현재는 사용되나 수시 발생하니 참고해서 점검 요청 회선단말특이사항 진단 결과 기타 추가 연락처
7952,단말>리모컨작동불가>기타문의,리모컨 작동 불 전원제어 안됨 대우 통합설정 후 사용 가능함 리모컨
7953,실시간 채널>수신 불량,독촉 최대한 빠른 방문요 호임의 일시 수신불
7954,단말>STB(부팅) 이상>부팅중 오류메시지 발생,코로나 이 상무 고객 요청사항 로딩 중 메세지셋 탑재부팅 안내 셋탑 변경 건은 평일 연락 안내엔지니어 미리 연락 후 방문 요청회 선 단말특이사항 진단 결과 기타 추가 연락처
7956,단말>STB(부팅) 이상>부팅중 오류메시지 발생,독촉 심 고객 요청사항 호 호 시청 불 수신 카드오류나옴 현장팀장님 전달 후 야간 접수함 회선단말특이사항 임의 셋탑진단 결과 기타 추가 연락처
7957,원인불명>조치 전 자연 회복,고객 요청사항를 보다 옆으로 돌렸더니 꺼지더니 어둡게 나온다고 인 입 상담 중 정상 나온 다함 회선 단말특이사항 진단 결과 기타 추가 연락처
7958,실시간 채널>화질 이상,고객 요청사항 화면이 끊긴다고 하십니다 대포트리셋연 후방
7960,단말>리모컨작동불가>택배발송,일반 문의 서비스 번호 문의 내용 아니 그런 것도 아닌데 갑자기 되다가 또 안 되고 그래요 양식 양기 고장인 거 싶어 갖고 여기다 안 되어서 그런 것이고요 약도 갈았거든요
7961,AS접수/변경>장비리셋 후 재사용 요청,월일 리셋 접수 넷플릭스 시청하고 나서 소리 안나옴 올레티비 화면은 나옴 앞면 볼륨 조절 확인해드림
7962,실시간 채널>수신 불량,차리셋 건 리모콘 점검 요청 고객 요청사항리셋 접수 수신불회선 단말특이사항 진단 결과 기타 추가 연락처
7963,실시간 채널>음성 이상,고객 요청사항 음성이상 리셋 후 정상회선 단말특이사항 진단 결과 기타 추가 연락처
7966,실시간 채널>수신 불량,고객 요청사항 시청 불연 후방 회선 단말특이사항 진단 결과 기타 추가 연락처
7967,실시간 채널>수신 불량,최대한 빠른 방문 요청일 시 임의회 선 호 신호 없음셋탑 불정상 외부 입력 버튼 눌러도 아무 반응 없음티비 전 원켜져 있다함 셋 탑재 부팅
7968,단말>리모컨작동불가>현장출동,고객 요청사항 리모콘 작동 안됨연 후방 회선 단말특이사항 진단 결과 기타 추가 연락처
7970,단말>STB(작동)이상,고객 요청사항 전원 안 켜짐 연 후방 회선단말특이사항 진단 결과 기타 추가 연락처
7971,단말>STB(작동)이상,고객 요청사항 넷플릭스 안됨연 후방 회선 단말특이사항 진단 결과 기타 추가 연락처
7973,실시간 채널>수신 불량,야접코로 나 이 상무 고객 요청사항 시청 안됨회선 단말특이사항 진단 결과 기타 추가 연락처 연야간 엔지니어 확인 후 접수함
7974,실시간 채널>수신 불량,고객 요청사항 수신불회선 단말특이사항 진단 결과 기타 추가 연락처
7975,단말>STB(부팅) 이상>부팅중 오류메시지 발생,독촉 취소 건 있으면 최대한 당겨 방문 요청 고객 요청사항 부트 상태에서 진행이 안 되고 있다 심 시청 불 회선 단말특이사항 진단 결과 기타 추가 연락처
7976,실시간 채널>수신 불량,고객 요청사항 수신불올인 홈 비정상 포트리셋 회선단말특이사항 진단 결과 기타 추가 연락처
7977,실시간 채널>수신 불량,리셋 접수건 수신 불
7978,실시간 채널>수신 불량,차리셋 후 대수신불 대는 정상 민원 빠른 방문 독촉 일리셋 접수 수신 불대 해지 취소 후 복됨 후에도 안됨리셋
7979,실시간 채널>수신 불량,고객 요청사항 수신 불량 만 나온다고 함 회선 단말특이사항 진단 결과 기타 추가 연락처
7980,단말>STB(작동)이상,넷플 사용 안 됨 접수 보류
7981,실시간 채널>수신 불량,서청주 지점 대리접수 수신불회선 점검 요청 당일 부활 고객 요청사항 회선 단말특이사항 진단 결과 기타 추가 연락처
7982,실시간 채널>수신 불량,고객 요청사항 대중대 시청 불셋 탑재 부팅 후 정상 사용회선 단말특이사항 진단 결과 기타 추가 연락처
7983,실시간 채널>수신 불량,당일 부활 고객 요청사항 수신 불리셋 회선 단말특이사항 진단 결과 기타 추가 연락처 오후시 이후 방문요
7984,단말>STB(작동)이상,고객 요청사항엔지니어가 확인한다고 셋탑을 거실 꺼와 위치를 바꿈 바꾼 뒤로 리모컨으로 전원키면 대가 켜지고 거실 티비가 신호 없음으로 나옴회선 단말 특이사항 진단 결과 기타 추가 연락처
7985,실시간 채널>수신 불량,리셋 접수건 대중 안방만 수신 불 해지 취소 후 복구 후에도 안 됨
7986,실시간 채널>수신 불량,고객 요청사항 대수신불리셋리 부팅 안내연 후방 회선 단말특이사항 진단 결과 기타 추가 연락처
7987,실시간 채널>화질 이상,코로나 이 상무 고객 요청사항 임의 동 호화질이상보라색 화면 나옴재 시작 후 동일회선 단말특이사항 진단 결과 기타 추가 연락처
7988,실시간 채널>수신 불량,고객 요청사항 대중대 수신 불입력 신호없음 전원 외부 입력 전환 확인 연후방 회선 단말특이사항 진단 결과 기타 추가 연락처
7989,고객원인>AS보류(유료화),고객 요청사항 화질이상 포트리셋 접수 보류 신호 정상회선 단말특이사항 진단 결과 기타 추가 연락처
7990,장애안내>네트워크장비 장애,장비 장애 안내함
7991,실시간 채널>수신 불량,연시청 불
7992,실시간 채널>화질 이상,일 오전시경 방문 요청 고객 요청사항 채널 변경 때마다 화면 꺼짐 전 원켜야 나온다고 함시 출근이라 빠른 방문 요청회 선 단말특이사항 코로나 이 상무재확인 필진단 결과 정상기 타 추가 연락처
7993,실시간 채널>수신 불량,코로나 이 상무재확인 필 고객 요청사항 시청 불회선 단말특이사항 리셋해도 동일진단 결과 기타 추가 연락처인 입
7994,단말>음성인식이상(기가지니),고객 요청사항 지니 셋탑 음성 오인식되거나 잘 못 알아든는 경우 많음 코로나무시 요청회선 단말특이사항 진단 결과 기타 추가 연락처
7996,실시간 채널>수신 불량,고객 요청사항 교체 요청연 후방수신불회선 단말특이사항 진단 결과 기타 추가 연락처
7997,실시간 채널>화질 이상,최근에 방문하셨던 엔지니어 분말고 다른 분 요청 고객 요청사항 화질이상 음성 정상 리모컨 작동 불 회선 단말특이사항 진단 결과 기타 추가 연락처
7998,VOD/컨텐츠>네트워크 오류,독촉 고객 요청사항 오류 다시보기 시청 불 채널은 정상 사용됨 회선 단말특이사항 진단 결과 올인홈 비정상 기타 추가 연락처
8000,단말>리모컨작동불가>M&S내방안내,리모컨 고장 안내
8002,단말>STB(작동)이상,고객 요청사항 전원 회선 단말특이사항 진단 결과 신호 정상기 타 추가 연락처
8003,단말>리모컨작동불가>M&S내방안내,전원 불량
8004,단말>STB(부팅) 이상>부팅중 오류메시지 발생,코로나 이 상무 고객 요청사항 거실 시청 안됨 수신카드오류회선 단말특이사항 진단 결과 기타 추가 연락처 연시 정도 연 후 방문요
8005,실시간 채널>수신 불량,리셋 접수건 수신 불 도 안됨 동장소 회선도 안 됨
8006,실시간 채널>화질 이상,고객 요청사항 쪽 계속 잦은 끊김 여러 차례 상담 받았다 함 고장 접수는 보류 하고 해지 하신다고 통화 종료 회선 단말특이사항 진단 결과 기타 추가 연락처
8007,실시간 채널>수신 불량,고객 요청사항 시청 불시시로 안됨연 후방 회선 단말특이사항 진단 결과 기타 추가 연락처
8008,"고객원인>부주의, ID/PW 분실 등",코로나 이 상무 재확인 필 연 후방 고객 요청사항 옆집에서 짐 옮기다가 옥상에서 들어오는 선을 건드려서 피복이 벗겨지고 끊어질라 한 다심티비시청 불회선 단말특이사항 진단 결과 기타 추가 연락처인
8009,실시간 채널>수신 불량,고객 요청사항 임의 단말 티비수 신불연 후방도 자주 끊김같이 점검 희망회선 단말특이사항 진단 결과 기타 추가 연락처
8010,실시간 채널>화질 이상,일 시호 화면 깨짐 모자이크처럼 나 옴셋탑 재부팅
